format,prod,platform,account,followers,date,views,likes,comments,shares,saves,dur,acct_median,multiple,c_per_k,sh_per_k,sv_per_k,caption,url,code
LADDER,F,tt,jackdurkin2,29278,2026-08-28,616900,24549,156,653,1247,116.9,204405.5,3.02,0.25,1.06,2.02,NAME THE EX MANCHESTER CITY FOOTBALLER PART 2! 🩵🤩 Patrick knew his stuff! 😁 #manchestercity #mcfc #PremierLeague #footballtiktok #fyp ,https://www.tiktok.com/@jackdurkin2/video/7679116243013471510,7679116243013471510
LADDER,F,tt,jackdurkin2,29278,2026-09-14,585594,22368,103,253,1275,62.3,204405.5,2.86,0.18,0.43,2.18,NAME EVERY PREMIER LEAGUE GROUND! 🏟️👀 What grounds did they miss?! 🤔 #PremierLeague #stadiums #footballtiktok #fyp #football ,https://www.tiktok.com/@jackdurkin2/video/7685427205517708566,7685427205517708566
LADDER,F,ig,balltalk.insta,,2026-09-01,582833,8778,86,435,,71.9,,,0.15,0.75,,Can you name a Slovenian footballer who’s played for Chelsea? ⚽️  Comment below your guesses!  #football #chelsea #footballtrivia #footballquiz #whoami,https://www.instagram.com/reel/DcvKusPoVWA/,DcvKusPoVWA
LADDER,F,ig,skysports,,2026-08-17,516528,22908,296,1772,,90.0,,,0.57,3.43,,How far can you get in our Premier League quiz? 👀⏳,https://www.instagram.com/reel/DcJomxfCdXe/,DcJomxfCdXe
LADDER,G,ig,yoluoschallenge,16740,2026-09-08,508766,32748,1312,3327,,112.5,3093,164.49,2.58,6.54,,⚽ Only REAL Football Fans Can Guess Them ALL! 🏆👀 #football #quiz #fyp #challenge #soccer,https://www.instagram.com/reel/DdCFdctNv8h/,DdCFdctNv8h
LADDER,GF,tt,global.lfc0,2602,2026-09-01,500185,86186,693,12679,4259,20.1,,,1.39,25.35,8.51,Guess the club 😂😂 #liverpool #fyp #arsenal #barabaszemasolosa #PremierLeague ,https://www.tiktok.com/@global.lfc0/video/7680542308219112736,7680542308219112736
LADDER,F,tt,jackdurkin2,29278,2026-08-27,496959,16130,64,151,614,61.4,204405.5,2.43,0.13,0.3,1.24,NAME EVERY PREMIER LEAGUE CLUB CAPTAIN! 👨‍✈️😤 Who did they miss?! 👀 #PremierLeague #footballtiktok #captain #football #fyp ,https://www.tiktok.com/@jackdurkin2/video/7678755898596085014,7678755898596085014
LADDER,F,tt,wozgoalposts,20719,2026-09-04,488601,30576,187,2239,1440,88.9,,,0.38,4.58,2.95,Another EASY Premier league quiz that @AlexGoalposts fails #footballquiz #footballtiktok #PremierLeague #liverpool ,https://www.tiktok.com/@wozgoalposts/video/7681728337256910113,7681728337256910113
LADDER,F,tt,thelockerroom._,280,2026-09-13,486851,8259,424,199,383,53.3,,,0.87,0.41,0.79,Can you name the player? #football #footballquiz #guesstheplayer #legend #realmadrid ,https://www.tiktok.com/@thelockerroom._/video/7684810273768705301,7684810273768705301
LADDER,F,tt,balltalk.pod,79284,2026-09-20,484512,19549,118,157,818,67.9,,,0.24,0.32,1.69,Can you name a footballer from Curacao who’s played for Man United? 🤔 Comment below your answers. @Lewis Bryon @noahjpresents  #football #manchesterunited #footballquiz #footballtrivia #guesswho ,https://www.tiktok.com/@balltalk.pod/video/7687674722250657046,7687674722250657046
LADDER,F,tt,footextrivia,30543,2026-08-17,462671,9955,267,117,459,89.5,120291,3.85,0.58,0.25,0.99,Can you name these footballers? #footballtrivia #footballfans #FootballTikTok ,https://www.tiktok.com/@footextrivia/video/7674965421103041825,7674965421103041825
LADDER,F,tt,ollieandai,10697,2026-09-16,448199,17750,245,562,678,129.2,,,0.55,1.25,1.51,This was a confusing ending. Guess The Football Club with ChatGPT - Real Madrid F.C vs Accrington Stanley #ChatGPT #realmadrid #accringtonstanley #guessthefootballteam #football,https://www.tiktok.com/@ollieandai/video/7686078643377835297,7686078643377835297
LADDER,G,ig,gugum.trivia,3389,2026-08-19,444762,23485,247,,,109.7,78518.5,5.66,0.56,,,⚽️ Think you can recognize football legends before they became famous? 👀🔥  #FootballQuiz #GuessThePlayer #FootballTrivia,https://www.instagram.com/reel/DcOS-F1qY0E/,DcOS-F1qY0E
LADDER,G,ig,mr_inbound_,23561,2026-08-09,415633,11692,58,82,,68.5,4414,94.16,0.14,0.2,,Guess the footballer by the emojis,https://www.instagram.com/reel/Db0C37Ex6K1/,Db0C37Ex6K1
LADDER,F,ig,thelockerroom._,,2026-09-09,407510,7293,209,121,,53.3,,,0.51,0.3,,Can you name the player? #football #footballquiz #guesstheplayer #soccer #legend,https://www.instagram.com/reel/DdFZCYYzFMV/,DdFZCYYzFMV
LADDER,F,tt,jackdurkin2,29278,2026-09-07,405832,14258,50,188,951,65.3,204405.5,1.99,0.12,0.46,2.34,NAME EVERY PREMIER LEAGUE MANAGER! 👨‍💼🫡 A solid effort! 👏 #PremierLeague #managers #fyp #footballtiktok #football ,https://www.tiktok.com/@jackdurkin2/video/7682824037797498134,7682824037797498134
LADDER,F,tt,footexclips,12482,2026-09-13,399314,11764,138,86,498,139.9,,,0.35,0.22,1.25,Can you name these footballers? #footballtiktok #footballfans #footballtrivia ,https://www.tiktok.com/@footexclips/video/7685004869211524385,7685004869211524385
LADDER,F,tt,ollieandai,10697,2026-09-09,387716,14663,219,262,622,138.6,,,0.56,0.68,1.6,Replying to @hick A little sing along at the end. Guess the Football Club with ChatGPT - Cork City FC vs Como 1907  #ChatGPT #como1907 #corkcity #guessthefootballteam #football,https://www.tiktok.com/@ollieandai/video/7683498731982851350,7683498731982851350
LADDER,F,tt,footextrivia,30543,2026-08-20,369185,10299,216,113,445,94.1,120291,3.07,0.59,0.31,1.21,Can you name these footballers? #footballtrivia #footballfans #FootballTikTok ,https://www.tiktok.com/@footextrivia/video/7676073808595356961,7676073808595356961
LADDER,G,tt,answerdydo4567,27933,2026-09-13,357131,32644,1365,1299,1677,74.5,1905.5,187.42,3.82,3.64,4.7,🔥 Guess the Football Club! Can You Get All 10 Right? ⚽🧠 #FootballQuiz #GuessTheClub #FootballChallenge #SoccerFans #TikTokFootball. ,https://www.tiktok.com/@answerdydo4567/video/7684860354836450593,7684860354836450593
LADDER,G,ig,gugum.trivia,3389,2026-08-21,308529,7959,72,,,95.5,78518.5,3.93,0.23,,,Can you guess all 10 Serie A club logos? ⚽🔥 Test your football knowledge!  #SerieA #FootballQuiz #GuessTheLogo #trivia,https://www.instagram.com/reel/DcTYsUEqF7g/,DcTYsUEqF7g
LADDER,F,tt,footextrivia,30543,2026-08-23,289583,11748,107,80,384,157.7,120291,2.41,0.37,0.28,1.33,Can you name these footballers? #footballtrivia #footballfans #FootballTikTok ,https://www.tiktok.com/@footextrivia/video/7677206874290162976,7677206874290162976
LADDER,F,tt,jeddieinhd,142702,2026-09-14,262625,28203,417,1133,1670,122.1,,,1.59,4.31,6.36,Can you get 15/15 on this easy football quiz? #footballquiz #football #quiz #quiztime ,https://www.tiktok.com/@jeddieinhd/video/7685438155658431766,7685438155658431766
LADDER,F,tt,jackdurkin2,29278,2026-09-08,249358,12136,82,791,540,137.2,204405.5,1.22,0.33,3.17,2.17,NAME THE NICHE PREMIER LEAGUE FOOTBALLER PART 3! 🤯🌟 Wow 👏👏👏 #PremierLeague #niche #nichefootballers #fyp #footballtiktok ,https://www.tiktok.com/@jackdurkin2/video/7683183884355390742,7683183884355390742
LADDER,F,tt,footextrivia,30543,2026-08-14,232184,3671,196,28,212,85.4,120291,1.93,0.84,0.12,0.91,Can you name this footballer? #footballtrivia #footballfans #FootballTikTok ,https://www.tiktok.com/@footextrivia/video/7673919982442384673,7673919982442384673
LADDER,F,tt,footextrivia,30543,2026-09-13,226352,4848,75,9,178,103.3,120291,1.88,0.33,0.04,0.79,Can you name this footballer? #footballtrivia #footballfans #FootballTikTok ,https://www.tiktok.com/@footextrivia/video/7685051583494704417,7685051583494704417
LADDER,G,ig,gugum.trivia,3389,2026-08-14,220489,6755,382,,,77.0,78518.5,2.81,1.73,,,Can you guess thes 10 football clubs from their old logos? #footballquiz #quizchallenge #trivia,https://www.instagram.com/reel/DcArlCaKg5l/,DcArlCaKg5l
LADDER,F,tt,jackdurkin2,29278,2026-09-21,210095,14352,62,113,460,117.0,204405.5,1.03,0.3,0.54,2.19,NAME MANCHESTER UNITEDS TOP 10 PREMIER LEAGUE GOALSCORERS! 👹👀 Did they do it… 🤣 #manchesterunited #mufc #PremierLeague #ggmu #fyp ,https://www.tiktok.com/@jackdurkin2/video/7688028449629375766,7688028449629375766
LADDER,F,tt,footexclips,12482,2026-09-02,207512,7312,61,73,301,110.4,,,0.29,0.35,1.45,Can you name these footballers? #footballtrivia #footballfans #FootballTikTok ,https://www.tiktok.com/@footexclips/video/7680881800109149472,7680881800109149472
LADDER,F,tt,jackdurkin2,29278,2026-09-15,198716,8106,82,402,447,122.8,204405.5,0.97,0.41,2.02,2.25,NAME THE EX ATHLÉTICO MADRID FOOTBALLER! 🔴⚪️🐻 A solid effort from two young fans! 🤝 #athelticomadrid #laliga #footballtiktok #futbol #fyp ,https://www.tiktok.com/@jackdurkin2/video/7685799686275484950,7685799686275484950
LADDER,G,ig,gugum.trivia,3389,2026-08-18,172047,7214,55,,,128.0,78518.5,2.19,0.32,,,⚽🏟️ Think you know football stadiums? Put your knowledge to the test! Can you get all 10 questions right? 🔥🏆   #FootballQuiz #FootballFans #StadiumQuiz,https://www.instagram.com/reel/DcLCSzeq0NC/,DcLCSzeq0NC
LADDER,F,tt,robgoal,583764,2026-09-14,171624,6694,421,2804,511,60.3,15104.0,11.36,2.45,16.34,2.98,Guess the player by the bad drawing,https://www.tiktok.com/@robgoal/video/7685447592079068447,7685447592079068447
LADDER,F,tt,ollieandai,10697,2026-09-14,169955,6639,221,416,358,146.5,,,1.3,2.45,2.11,Guess The Football Club with ChatGPT - Sunderland AFC vs Maccabi Haifa F.C. #ChatGPT #maccabi #sunderlandafc #guessthefootballteam #football,https://www.tiktok.com/@ollieandai/video/7685465509109828896,7685465509109828896
LADDER,F,tt,ollieandai,10697,2026-09-10,167828,7507,200,167,325,158.8,,,1.19,1.0,1.94,ChatGPT trying to be a joker at the end again. Guess the Football Club with ChatGPT - Scarborough Athletic vs Mamelodi Sundowns #ChatGPT #scarboroughathletic #mamelodisundownsfc #guessthefootballteam #football,https://www.tiktok.com/@ollieandai/video/7684012120098278679,7684012120098278679
LADDER,F,tt,footextrivia,30543,2026-09-21,158591,2916,188,28,139,88.5,120291,1.32,1.19,0.18,0.88,Can you name this footballer? #footballtrivia #footballfans #FootballTikTok ,https://www.tiktok.com/@footextrivia/video/7688050067076402464,7688050067076402464
LADDER,F,tt,footextrivia,30543,2026-08-31,140420,3714,77,19,199,141.2,120291,1.17,0.55,0.14,1.42,Can you name these footballers? #footballtrivia #footballfans #FootballTikTok ,https://www.tiktok.com/@footextrivia/video/7680172753592339744,7680172753592339744
LADDER,F,tt,jackdurkin2,29278,2026-09-04,137765,4605,68,322,273,119.0,204405.5,0.67,0.49,2.34,1.98,NAME THE EX WIGAN ATHLETIC FOOTBALLER! 🤩🥧 What a duo! 👏 #wiganatheltic #PremierLeague #fyp #barclaysmen #footballtiktok ,https://www.tiktok.com/@jackdurkin2/video/7681714067303566614,7681714067303566614
LADDER,F,tt,ollieandai,10697,2026-09-08,137719,5801,348,481,396,177.4,,,2.53,3.49,2.88,Replying to @Dodo Another beep boop spam at the end.  Guess the Football Club with ChatGPT - GKS Tychy vs Birmingham City #ChatGPT #gkstychy #birminghamcity #guessthefootballteam #football,https://www.tiktok.com/@ollieandai/video/7683132675821096195,7683132675821096195
LADDER,F,tt,footextrivia,30543,2026-08-16,120291,2701,37,33,116,92.6,120291,1.0,0.31,0.27,0.96,Can you name this footballer? #footballtrivia #footballfans #FootballTikTok ,https://www.tiktok.com/@footextrivia/video/7674609723655687456,7674609723655687456
LADDER,F,tt,ollieandai,10697,2026-09-15,119042,5382,112,172,284,148.7,,,0.94,1.44,2.39,ComedyGPT at the end. Klopp Mentioned. Guess The Football Club with ChatGPT - Liverpool F.C. vs Liverpool F.C. #ChatGPT #liverpoolfc #klopp #guessthefootballteam #football,https://www.tiktok.com/@ollieandai/video/7685850188417731873,7685850188417731873
LADDER,G,tt,steve_football21,10438,2026-09-08,113068,5689,99,97,298,56.9,,,0.88,0.86,2.64,"Dans quels clubs ces joueurs ont joué ensemble ? (Messi, Dembelé, CR7...) #messi #cr7cristianoronaldo ",https://www.tiktok.com/@steve_football21/video/7683173347466726689,7683173347466726689
LADDER,F,tt,generation.football,82477,2026-09-21,110116,8337,207,230,184,174.9,,,1.88,2.09,1.67,@Faysal takes on Football 501 with a fan made question #internationals #premeirleague #footballquiz #footballfyp,https://www.tiktok.com/@generation.football/video/7688029534502817046,7688029534502817046
LADDER,F,tt,footextrivia,30543,2026-09-17,99869,2149,63,14,84,70.3,120291,0.83,0.63,0.14,0.84,Can you name this footballer? #footballtrivia #footballtiktok #footballfans,https://www.tiktok.com/@footextrivia/video/7686500149077724438,7686500149077724438
LADDER,F,ig,wozgoalposts,,2026-08-26,94629,3533,144,263,,110.7,,,1.52,2.78,,Easy Premier league quiz w/ @alexgoalposts #football #footballquiz #premierleague #manutd #liverpool,https://www.instagram.com/reel/Dcg9uz6OJFJ/,Dcg9uz6OJFJ
LADDER,F,tt,robgoal,583764,2026-09-14,94242,4029,124,345,246,60.3,15104.0,6.24,1.32,3.66,2.61,Guess Player By Hair,https://www.tiktok.com/@robgoal/video/7685503845807574303,7685503845807574303
LADDER,F,tt,footextrivia,30543,2026-09-19,83636,1787,16,4,63,87.1,120291,0.7,0.19,0.05,0.75,Can you name this footballer? #footballtrivia #footballtiktok #footballfans,https://www.tiktok.com/@footextrivia/video/7686501248799132931,7686501248799132931
